which_experiment,counterbalancing,prolific_id,page_index,viewing_time
experiment_1,dense_right,sub080,2,3759.0
experiment_1,dense_right,sub082,0,2207.2999999970198
experiment_1,dense_right,sub082,1,29910.29999999702
experiment_1,dense_right,sub082,2,8078.5999999940395
experiment_1,dense_right,sub083,0,6080.0
experiment_1,dense_right,sub083,1,64031.0
experiment_1,dense_right,sub083,2,25200.0
experiment_1,dense_left,sub084,0,3818.0
experiment_1,dense_left,sub084,1,27917.0
experiment_1,dense_left,sub084,2,10341.5
experiment_1,dense_right,sub085,0,1319.699999988079
experiment_1,dense_right,sub085,1,12471.40000000596
experiment_1,dense_right,sub085,2,1829.9000000059605
experiment_1,dense_left,sub086,0,3698.599999997765
experiment_1,dense_left,sub086,1,26784.699999999255
experiment_1,dense_left,sub086,2,1767.6000000014901
experiment_1,dense_left,sub088,0,2094.5
experiment_1,dense_left,sub088,1,16729.40000000596
experiment_1,dense_left,sub088,2,4634.5
experiment_1,dense_right,sub091,0,3748.300000011921
experiment_1,dense_right,sub091,1,54103.89999997616
experiment_1,dense_right,sub091,2,13989.900000035763
experiment_1,dense_right,sub092,0,3268.5999999046326
experiment_1,dense_right,sub092,1,26902.5
experiment_1,dense_right,sub092,2,2265.300000190735
experiment_1,dense_right,sub093,0,3769.899999976158
experiment_1,dense_right,sub093,1,41272.299999952316
experiment_1,dense_right,sub093,2,5037.5
experiment_1,dense_right,sub095,0,9320.200000047684
experiment_1,dense_right,sub095,1,57217.60000002384
experiment_1,dense_right,sub095,2,15998.100000023842
experiment_1,dense_left,sub096,0,5528.60000000149
experiment_1,dense_left,sub096,1,19775.699999999255
experiment_1,dense_left,sub096,2,10231.800000000745
experiment_1,dense_left,sub097,0,312153.5
experiment_1,dense_left,sub097,1,23199.899999976158
experiment_1,dense_left,sub097,2,3303.6999999284744
experiment_1,dense_left,sub098,0,31039.19999998808
experiment_1,dense_left,sub098,1,15719.700000047684
experiment_1,dense_left,sub098,2,1182.199999988079
experiment_1,dense_left,sub099,0,4673.0999999996275
experiment_1,dense_left,sub099,1,35970.5
experiment_1,dense_left,sub099,2,12267.199999999255
experiment_1,dense_left,sub100,0,3160.699999988079
experiment_1,dense_left,sub100,1,49097.30000001192
experiment_1,dense_left,sub100,2,1770.5
experiment_1,dense_left,sub101,0,3763.4000000059605
experiment_1,dense_left,sub101,1,75907.30000001192
experiment_1,dense_left,sub101,2,13547.699999988079
experiment_1,dense_left,sub103,0,4605.700000000186
experiment_1,dense_left,sub103,1,29755.0
experiment_1,dense_left,sub103,2,3377.7000000001863
experiment_1,dense_left,sub103,1,3054.9000000003725
experiment_1,dense_left,sub103,2,4106.0
experiment_1,dense_right,sub104,0,3954.5
experiment_1,dense_right,sub104,1,22448.299999999814
experiment_1,dense_right,sub104,2,11376.5
experiment_1,dense_right,sub105,0,40479.199999928474
experiment_1,dense_right,sub105,1,47871.5
experiment_1,dense_right,sub105,2,11176.0
experiment_1,dense_left,sub106,0,4379.4000000059605
experiment_1,dense_left,sub106,1,54424.0
experiment_1,dense_left,sub106,2,9344.199999988079
experiment_1,dense_left,sub108,0,3329.2999999988824
experiment_1,dense_left,sub108,1,46505.300000000745
experiment_1,dense_left,sub108,2,16275.5
experiment_1,dense_left,sub109,0,4944.800000011921
experiment_1,dense_left,sub109,1,36049.80000001192
experiment_1,dense_left,sub109,2,8789.399999976158
experiment_1,dense_left,sub110,0,40858.30000001192
experiment_1,dense_left,sub110,1,49915.5
experiment_1,dense_left,sub110,2,13772.0
experiment_1,dense_left,sub111,0,71188.30000000075
experiment_1,dense_left,sub111,1,124147.69999999925
experiment_1,dense_left,sub111,2,104033.60000000149
experiment_1,dense_right,sub112,0,5045.9000000059605
experiment_1,dense_right,sub112,1,47122.40000000596
experiment_1,dense_right,sub112,2,23319.79999998212
experiment_1,dense_right,sub113,0,4713.399999991059
experiment_1,dense_right,sub113,1,51820.10000000894
experiment_1,dense_right,sub113,2,8446.59999999404
experiment_1,dense_right,sub114,0,1846.699999988079
experiment_1,dense_right,sub114,1,13764.899999976158
experiment_1,dense_right,sub114,2,1997.6000000238419
experiment_1,dense_left,sub115,0,5376.19999999553
experiment_1,dense_left,sub115,1,33134.80000000447
experiment_1,dense_left,sub115,2,13502.0
experiment_1,dense_left,sub116,0,4195.200000047684
experiment_1,dense_left,sub116,1,50668.700000047684
experiment_1,dense_left,sub116,2,11490.5
experiment_1,dense_right,sub117,0,2783.899999976158
experiment_1,dense_right,sub117,1,33415.80000001192
experiment_1,dense_right,sub117,2,14631.900000035763
experiment_1,dense_right,sub118,0,5073.700000047684
experiment_1,dense_right,sub118,1,30480.5
experiment_1,dense_right,sub118,2,15589.399999856949
experiment_1,dense_right,sub118,1,6357.0
experiment_1,dense_right,sub118,2,1132.7999999523163
experiment_1,dense_left,sub119,0,9408.700000047684
experiment_1,dense_left,sub119,1,51231.89999997616
experiment_1,dense_left,sub119,2,19831.0
experiment_1,dense_left,sub120,0,5236.400000095367
experiment_1,dense_left,sub120,1,45626.59999990463
experiment_1,dense_left,sub120,2,14240.900000095367
experiment_1,dense_left,sub121,0,15472.800000071526
experiment_1,dense_left,sub121,1,49983.799999952316
experiment_1,dense_left,sub121,2,20656.100000023842
experiment_1,dense_right,sub122,0,31442.099999999627
experiment_1,dense_right,sub122,1,86940.09999999963
experiment_1,dense_right,sub122,2,6511.4000000003725
experiment_1,dense_right,sub123,0,7480.5
experiment_1,dense_right,sub123,1,80153.5
experiment_1,dense_right,sub123,2,31064.200000047684
experiment_1,dense_right,sub126,0,1239.2000000029802
experiment_1,dense_right,sub126,1,22663.70000000298
experiment_1,dense_right,sub126,2,8544.0
experiment_1,dense_left,sub128,0,1736.8000001907349
experiment_1,dense_left,sub128,1,900787.899999857
experiment_1,dense_left,sub128,2,2710.2999999523163
experiment_1,dense_right,sub129,0,6136.0
experiment_1,dense_right,sub129,1,36112.399999999994
experiment_1,dense_right,sub129,2,4868.400000000023
experiment_1,dense_left,sub130,0,2067.2999999821186
experiment_1,dense_left,sub130,1,26615.90000000596
experiment_1,dense_left,sub130,2,9021.90000000596
experiment_1,dense_right,sub132,0,4702.69999999553
experiment_1,dense_right,sub132,1,23461.70000000298
experiment_1,dense_right,sub132,2,3291.5
experiment_1,dense_right,sub133,0,5941.699999928474
experiment_1,dense_right,sub133,1,132714.40000009537
experiment_1,dense_right,sub133,2,6931.299999952316
experiment_1,dense_right,sub135,0,13413.5
experiment_1,dense_right,sub135,1,47079.89999997616
experiment_1,dense_right,sub135,2,26743.900000035763
experiment_1,dense_left,sub136,0,1265.3999999761581
experiment_1,dense_left,sub136,1,55290.0
experiment_1,dense_left,sub136,2,1664.6000000238419
experiment_1,dense_left,sub137,0,8784.599999904633
experiment_1,dense_left,sub137,1,58785.10000002384
experiment_1,dense_left,sub137,2,7867.200000047684
experiment_1,dense_right,sub138,0,4154.400000095367
experiment_1,dense_right,sub138,1,44438.5
experiment_1,dense_right,sub138,2,13416.399999976158
experiment_1,dense_left,sub141,0,5190.0
experiment_1,dense_left,sub141,1,38650.0
experiment_1,dense_left,sub141,2,7930.0
experiment_1,dense_right,sub142,0,2356.4000000059605
experiment_1,dense_right,sub142,1,26751.69999998808
experiment_1,dense_right,sub142,2,19560.0
experiment_1,dense_right,sub143,0,1770630.1000000238
experiment_1,dense_right,sub143,1,31640.69999998808
experiment_1,dense_right,sub143,2,3279.5
experiment_1,dense_left,sub144,0,2057.399999976158
experiment_1,dense_left,sub144,1,66688.20000004768
experiment_1,dense_left,sub144,2,13375.599999964237
experiment_1,dense_right,sub146,0,2610.5999999046326
experiment_1,dense_right,sub146,1,44292.200000047684
experiment_1,dense_right,sub146,2,9894.5
experiment_1,dense_left,sub147,0,127881.10000002384
experiment_1,dense_left,sub147,1,81715.0
experiment_1,dense_left,sub147,2,15947.899999976158
experiment_1,dense_right,sub148,0,9570.200000000012
experiment_1,dense_right,sub148,1,66555.59999999998
experiment_1,dense_right,sub148,2,23480.100000000035
experiment_1,dense_left,sub149,0,21680.5
experiment_1,dense_left,sub149,1,61429.0
experiment_1,dense_left,sub149,2,22497.19999998808
experiment_1,dense_right,sub150,0,9599.900000002235
experiment_1,dense_right,sub150,1,67999.39999999851
experiment_1,dense_right,sub150,2,20511.900000002235
experiment_1,dense_left,sub151,0,8876.0
experiment_1,dense_left,sub151,1,78824.69999999925
experiment_1,dense_left,sub151,2,21719.200000001118
experiment_1,dense_right,sub152,0,5950.19999999553
experiment_1,dense_right,sub152,1,59713.20000000298
experiment_1,dense_right,sub152,2,19288.70000000298
experiment_1,dense_right,sub153,0,5427.800000011921
experiment_1,dense_right,sub153,1,41344.39999997616
experiment_1,dense_right,sub153,2,4479.899999976158
experiment_1,dense_left,sub154,0,2639.600000023842
experiment_1,dense_left,sub154,1,28305.300000071526
experiment_1,dense_left,sub154,2,3946.0999999046326
experiment_1,dense_right,sub155,0,2556.5
experiment_1,dense_right,sub155,1,22842.900000095367
experiment_1,dense_right,sub155,2,2340.1999999284744
experiment_1,dense_left,sub157,0,2934.7999999523163
experiment_1,dense_left,sub157,1,22074.200000047684
experiment_1,dense_left,sub157,2,11963.299999952316
experiment_1,dense_left,sub159,0,8269.89999999851
experiment_1,dense_left,sub159,1,97277.0
experiment_1,dense_left,sub159,2,157410.19999999925
experiment_1,dense_right,sub160,0,2367.7999999523163
experiment_1,dense_right,sub160,1,12849.600000023842
experiment_1,dense_right,sub160,2,10750.399999976158
experiment_1,dense_left,sub161,0,6347.5
experiment_1,dense_left,sub161,1,46476.09999999404
experiment_1,dense_left,sub161,2,14618.100000023842
experiment_1,dense_left,sub162,0,4330.699999809265
experiment_1,dense_left,sub162,1,35546.40000009537
experiment_1,dense_left,sub162,2,16945.900000095367
experiment_1,dense_left,sub163,0,3669.2000000029802
experiment_1,dense_left,sub163,1,41937.29999999702
experiment_1,dense_left,sub163,2,6909.0999999940395
experiment_1,dense_left,sub163,1,4214.5
experiment_1,dense_left,sub163,2,1641.5
experiment_1,dense_left,sub163,1,4215.20000000298
experiment_1,dense_left,sub163,2,26287.0
experiment_1,dense_right,sub164,0,3256.1000000089407
experiment_1,dense_right,sub164,1,23223.0
experiment_1,dense_right,sub164,2,11255.0
experiment_1,dense_left,sub165,0,3014.0
experiment_1,dense_left,sub165,1,26813.0
experiment_1,dense_left,sub165,2,15850.0
experiment_1,dense_right,sub166,0,7351.0
experiment_1,dense_right,sub166,1,53387.200000000186
experiment_1,dense_right,sub166,2,19916.700000000186
experiment_1,dense_right,sub167,0,9274.899999856949
experiment_1,dense_right,sub167,1,44098.90000009537
experiment_1,dense_right,sub167,2,8085.299999952316
experiment_1,dense_right,sub168,0,3182.800000011921
experiment_1,dense_right,sub168,1,59987.30000001192
experiment_1,dense_right,sub168,0,1447.3999999761581
experiment_1,dense_right,sub168,1,9711.90000000596
experiment_1,dense_right,sub168,2,7426.9000000059605
experiment_1,dense_left,sub169,0,3904.0
experiment_1,dense_left,sub169,1,51636.0
experiment_1,dense_left,sub169,2,13199.0
experiment_1,dense_left,sub171,0,2034.5999999046326
experiment_1,dense_left,sub171,1,24600.700000047684
experiment_1,dense_left,sub171,2,5977.399999976158
experiment_1,dense_right,sub173,0,1695.1000000014901
experiment_1,dense_right,sub173,1,18000.300000000745
experiment_1,dense_right,sub173,2,5445.0
experiment_1,dense_right,sub174,0,1342.8999999985099
experiment_1,dense_right,sub174,1,31253.0
experiment_1,dense_right,sub174,2,8659.90000000596
experiment_1,dense_left,sub175,0,2161.5
experiment_1,dense_left,sub175,1,21266.100000023842
experiment_1,dense_left,sub175,2,3844.0
experiment_1,dense_right,sub176,0,10163.0
experiment_1,dense_right,sub176,1,63248.299999952316
experiment_1,dense_right,sub176,2,30152.5
experiment_1,dense_right,sub177,0,5219.599999904633
experiment_1,dense_right,sub177,1,33523.90000009537
experiment_1,dense_right,sub177,2,16843.799999952316
experiment_1,dense_right,sub178,0,2025.0
experiment_1,dense_right,sub178,1,16511.79999999702
experiment_1,dense_right,sub178,2,7776.0
experiment_1,dense_left,sub179,0,4332.099999964237
experiment_1,dense_left,sub179,1,42151.90000003576
experiment_1,dense_left,sub179,2,14593.0
experiment_1,dense_left,sub180,0,5346.0
experiment_1,dense_left,sub180,1,33043.10000002384
experiment_1,dense_left,sub180,2,3989.0
experiment_1,dense_left,sub182,0,2249.0999999046326
experiment_1,dense_left,sub182,1,86644.40000009537
experiment_1,dense_left,sub182,2,6018.39999961853
experiment_1,dense_right,sub183,0,8298.5
experiment_1,dense_right,sub183,1,60481.300000071526
experiment_1,dense_right,sub183,2,26907.5
experiment_1,dense_right,sub184,0,6978.699999809265
experiment_1,dense_right,sub184,1,75211.0
experiment_1,dense_right,sub184,2,5718.0
experiment_1,dense_left,sub186,0,3637.0
experiment_1,dense_left,sub186,1,27821.0
experiment_1,dense_left,sub186,2,3835.0
experiment_1,dense_left,sub187,0,5548.0
experiment_1,dense_left,sub187,1,32191.0
experiment_1,dense_left,sub187,2,15815.0
experiment_1,dense_right,sub188,0,3068.0
experiment_1,dense_right,sub188,1,32519.60000000149
experiment_1,dense_right,sub188,2,8463.79999999702
experiment_1,dense_right,sub189,0,4221.700000047684
experiment_1,dense_right,sub189,1,48334.199999928474
experiment_1,dense_right,sub189,2,6542.0
experiment_1,dense_right,sub190,0,3442.60000000149
experiment_1,dense_right,sub190,1,308108.3999999985
experiment_1,dense_right,sub190,2,3950.400000002235
experiment_1,dense_left,sub191,0,3363.9000000059605
experiment_1,dense_left,sub191,1,27545.89999999106
experiment_1,dense_left,sub191,2,15548.0
experiment_1,dense_right,sub192,0,3635.100000023842
experiment_1,dense_right,sub192,1,25668.5
experiment_1,dense_right,sub192,2,13566.099999904633
experiment_1,dense_left,sub193,0,3909.0
experiment_1,dense_left,sub193,1,82323.69999992847
experiment_1,dense_left,sub193,2,47631.200000047684
experiment_1,dense_right,sub194,0,7171.599999904633
experiment_1,dense_right,sub194,1,72390.40000009537
experiment_1,dense_right,sub194,2,23390.0
experiment_1,dense_left,sub196,0,3343.1000000089407
experiment_1,dense_left,sub196,1,23560.09999999404
experiment_1,dense_left,sub196,2,4255.5999999940395
experiment_1,dense_right,sub197,0,3941.0
experiment_1,dense_right,sub197,1,34875.0
experiment_1,dense_right,sub197,2,9652.0
experiment_1,dense_left,sub198,0,15572.5
experiment_1,dense_left,sub198,1,53687.60000000894
experiment_1,dense_left,sub198,2,20423.0
experiment_1,dense_right,sub199,0,1884.699999999255
experiment_1,dense_right,sub199,1,106511.59999999776
experiment_1,dense_right,sub199,2,8599.60000000149
experiment_1,dense_right,sub201,0,4813.0
experiment_1,dense_right,sub201,1,28506.0
experiment_1,dense_right,sub201,2,10870.0
experiment_1,dense_left,sub203,0,8487.799999952316
experiment_1,dense_left,sub203,1,36979.90000003576
experiment_1,dense_left,sub203,2,18157.80000001192
experiment_1,dense_right,sub204,0,9881.899999976158
experiment_1,dense_right,sub204,1,61582.300000071526
experiment_1,dense_right,sub204,2,23123.299999952316
experiment_1,dense_left,sub205,0,13933.599999999977
experiment_1,dense_left,sub205,1,86505.79999999999
experiment_1,dense_left,sub205,2,22825.900000000023
experiment_1,dense_right,sub206,0,3128.599999997765
experiment_1,dense_right,sub206,1,28451.20000000298
experiment_1,dense_right,sub206,2,14985.29999999702
experiment_1,dense_right,sub207,0,4760.300000071526
experiment_1,dense_right,sub207,1,15056.199999928474
experiment_1,dense_right,sub207,2,4585.700000047684
experiment_1,dense_left,sub208,0,16224.20000000298
experiment_1,dense_left,sub208,1,123572.39999999851
experiment_1,dense_left,sub208,2,11105.10000000149
experiment_1,dense_right,sub209,0,1139.7000000476837
experiment_1,dense_right,sub209,1,23767.899999976158
experiment_1,dense_right,sub209,2,2204.600000023842
experiment_1,dense_left,sub211,0,3712.7000000476837
experiment_1,dense_left,sub211,1,28374.400000095367
experiment_1,dense_left,sub211,2,7817.199999809265
experiment_1,dense_right,sub212,0,3709.800000000745
experiment_1,dense_right,sub212,1,13949.89999999851
experiment_1,dense_right,sub212,2,9465.60000000149
experiment_1,dense_right,sub213,0,6603.300000071526
experiment_1,dense_right,sub213,1,33303.39999997616
experiment_1,dense_right,sub213,2,6015.899999976158
experiment_1,dense_left,sub214,0,4006.5
experiment_1,dense_left,sub214,1,53663.700000047684
experiment_1,dense_left,sub214,2,2568.399999976158
experiment_1,dense_left,sub217,0,5546.0
experiment_1,dense_left,sub217,1,76945.0
experiment_1,dense_left,sub217,2,68784.0
experiment_1,dense_left,sub218,0,3554.0999999940395
experiment_1,dense_left,sub218,1,89102.10000000894
experiment_1,dense_left,sub218,2,15427.70000000298
experiment_1,dense_right,sub220,0,13524.39999999851
experiment_1,dense_right,sub220,1,97551.70000000298
experiment_1,dense_right,sub220,2,24512.39999999851
experiment_1,dense_left,sub221,0,3140.2999999523163
experiment_1,dense_left,sub221,1,26044.899999976158
experiment_1,dense_left,sub221,2,2720.100000023842
experiment_1,dense_right,sub223,0,5444.5
experiment_1,dense_right,sub223,1,63146.89999985695
experiment_1,dense_right,sub223,2,20947.799999952316
experiment_1,dense_right,sub225,0,2214.2000000476837
experiment_1,dense_right,sub225,1,11230.5
experiment_1,dense_right,sub225,2,4828.199999928474
experiment_1,dense_right,sub227,0,4907.4000000003725
experiment_1,dense_right,sub227,1,59529.5
experiment_1,dense_right,sub227,2,12755.899999999441
experiment_1,dense_left,sub228,0,3014.0
experiment_1,dense_left,sub228,1,34860.10000014305
experiment_1,dense_left,sub228,2,5165.799999952316
experiment_1,dense_left,sub229,0,2006.2999999523163
experiment_1,dense_left,sub229,1,24195.100000023842
experiment_1,dense_left,sub229,2,1677.0
experiment_1,dense_left,sub230,0,2039.1999999999534
experiment_1,dense_left,sub230,1,33568.600000000035
experiment_1,dense_left,sub230,2,9940.899999999965
experiment_1,dense_right,sub231,0,4122.900000095367
experiment_1,dense_right,sub231,1,44686.699999928474
experiment_1,dense_right,sub231,2,19214.800000071526
experiment_1,dense_left,sub233,0,68566.0
experiment_1,dense_left,sub233,1,44119.700000047684
experiment_1,dense_left,sub233,2,20392.099999964237
experiment_1,dense_right,sub234,0,6398.599999997765
experiment_1,dense_right,sub234,1,37069.800000000745
experiment_1,dense_right,sub234,2,29401.60000000149
experiment_1,dense_right,sub235,0,3098.89999999851
experiment_1,dense_right,sub235,1,164125.40000000037
experiment_1,dense_right,sub235,2,6275.9000000003725
experiment_1,dense_left,sub237,0,6152.700000017881
