prolific_id,counterbalancing,query_stimulus,ref_left_stimulus,ref_right_stimulus,ref_left_y_offset,ref_right_y_offset,rt,response,trial_stage,trial_index,time_elapsed,session,correct,correct_response,query_item,ref_left,ref_right,dist_query_ref_left,dist_query_ref_right,dist_ref_left_ref_right,abs_dist_query_ref_left,abs_dist_query_ref_right,abs_dist_ref_left_ref_right,triplet_left_right_name,ref_lowdim,ref_highdim,dist_query_ref_lowdim,dist_query_ref_highdim,dist_ref_lowdim_ref_highdim,dist_abs_query_ref_lowdim,dist_abs_query_ref_highdim,dist_abs_ref_lowdim_ref_highdim,triplet_unique_name,template_distances,template_abs_distances,triplet_rep,template_distances_rep,template_abs_distances_rep,triplet_easiness,query_position,chosen_ref_value,chosen_ref_lowdim_highdim,correct_ref_lowdim_highdim,correct_ref_left_right,correct_numeric,triplet_location,correct_ref_towards_dense_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1062.9000000059605,q,post_exposure,1,4919,2,,,78,86,70,-8,8,16,8,8,16,78_86_70,70,86,8,-8,-16,8,8,16,78_70_86,8_-8_-16,8_8_16,1,4,4,0,query_middle,86.0,ref_highdim,nan,nan,,across_density_regions,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,0,0,1593.2000000029802,q,post_exposure,2,7443,2,,,46,30,62,16,-16,-32,16,16,32,46_30_62,30,62,16,-16,-32,16,16,32,46_30_62,16_-16_-32,16_16_32,2,3,3,0,query_middle,30.0,ref_lowdim,nan,nan,,sparse_region,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,2247.4000000059605,p,post_exposure,3,10204,2,True,p,78,62,86,16,-8,-24,16,8,24,78_62_86,62,86,16,-8,-24,16,8,24,78_62_86,16_-8_-24,8_16_24,2,5,10,8,query_middle,86.0,ref_highdim,ref_highdim,ref_right,1.0,across_density_regions,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,0,0,1173.2000000029802,q,post_exposure,4,12734,2,True,q,110,118,94,-8,16,24,8,16,24,110_118_94,94,118,16,-8,-24,16,8,24,110_94_118,16_-8_-24,8_16_24,2,6,11,8,query_middle,118.0,ref_highdim,ref_highdim,ref_left,1.0,dense_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1274.8999999910593,p,post_exposure,5,15253,2,,,102,86,118,16,-16,-32,16,16,32,102_86_118,86,118,16,-16,-32,16,16,32,102_86_118,16_-16_-32,16_16_32,1,4,4,0,query_middle,118.0,ref_highdim,nan,nan,,dense_region,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,0,0,1978.6000000089407,q,post_exposure,6,17783,2,,,78,94,62,-16,16,32,16,16,32,78_94_62,62,94,16,-16,-32,16,16,32,78_62_94,16_-16_-32,16_16_32,2,5,5,0,query_middle,94.0,ref_highdim,nan,nan,,across_density_regions,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,0,0,1254.7000000029802,p,post_exposure,7,20314,2,True,p,54,30,62,24,-8,-32,24,8,32,54_30_62,30,62,24,-8,-32,24,8,32,54_30_62,24_-8_-32,8_24_32,2,3,6,16,query_middle,62.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,0,0,1005.7999999970198,q,post_exposure,8,22834,2,True,q,38,30,62,8,-24,-32,8,24,32,38_30_62,30,62,8,-24,-32,8,24,32,38_30_62,8_-24_-32,8_24_32,2,4,7,16,query_middle,30.0,ref_lowdim,ref_lowdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,0,0,817.2999999970198,q,post_exposure,9,25354,2,True,q,78,70,102,8,-24,-32,8,24,32,78_70_102,70,102,8,-24,-32,8,24,32,78_70_102,8_-24_-32,8_24_32,2,5,8,16,query_middle,70.0,ref_lowdim,ref_lowdim,ref_left,1.0,across_density_regions,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,0,0,1399.0999999940395,q,post_exposure,10,27894,2,True,q,102,118,78,-16,24,40,16,24,40,102_118_78,78,118,24,-16,-40,24,16,40,102_78_118,24_-16_-40,16_24_40,2,4,5,8,query_middle,118.0,ref_highdim,ref_highdim,ref_left,1.0,dense_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,853.5999999940395,q,post_exposure,11,30415,2,True,q,110,118,86,-8,24,32,8,24,32,110_118_86,86,118,24,-8,-32,24,8,32,110_86_118,24_-8_-32,8_24_32,1,4,9,16,query_middle,118.0,ref_highdim,ref_highdim,ref_left,1.0,dense_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1847.7999999970198,p,post_exposure,12,32920,2,,,94,70,118,24,-24,-48,24,24,48,94_70_118,70,118,24,-24,-48,24,24,48,94_70_118,24_-24_-48,24_24_48,2,5,5,0,query_middle,118.0,ref_highdim,nan,nan,,dense_region,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1136.2000000029802,p,post_exposure,13,35424,2,True,p,78,94,70,-16,8,24,16,8,24,78_94_70,70,94,8,-16,-24,8,16,24,78_70_94,8_-16_-24,8_16_24,2,6,12,8,query_middle,70.0,ref_lowdim,ref_lowdim,ref_right,1.0,across_density_regions,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1720.2000000029802,q,post_exposure,14,37929,2,False,p,46,70,30,-24,16,40,24,16,40,46_70_30,30,70,16,-24,-40,16,24,40,46_30_70,16_-24_-40,16_24_40,1,2,6,8,query_middle,70.0,ref_highdim,ref_lowdim,ref_right,0.0,sparse_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,2188.7999999970198,p,post_exposure,15,40622,2,,,78,70,86,8,-8,-16,8,8,16,78_70_86,70,86,8,-8,-16,8,8,16,78_70_86,8_-8_-16,8_8_16,2,5,5,0,query_middle,86.0,ref_highdim,nan,nan,,across_density_regions,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,2210.0,q,post_exposure,16,43350,2,,,38,46,30,-8,8,16,8,8,16,38_46_30,30,46,8,-8,-16,8,8,16,38_30_46,8_-8_-16,8_8_16,2,6,6,0,query_middle,46.0,ref_highdim,nan,nan,,sparse_region,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,0,0,1431.9000000059605,q,post_exposure,17,45855,2,True,q,78,86,54,-8,24,32,8,24,32,78_86_54,54,86,24,-8,-32,24,8,32,78_54_86,24_-8_-32,8_24_32,2,5,10,16,query_middle,86.0,ref_highdim,ref_highdim,ref_left,1.0,across_density_regions,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1161.2000000029802,p,post_exposure,18,48360,2,True,p,54,30,70,24,-16,-40,24,16,40,54_30_70,30,70,24,-16,-40,24,16,40,54_30_70,24_-16_-40,16_24_40,2,5,7,8,query_middle,70.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,0,0,1439.6000000089407,q,post_exposure,19,50865,2,,,78,54,102,24,-24,-48,24,24,48,78_54_102,54,102,24,-24,-48,24,24,48,78_54_102,24_-24_-48,24_24_48,2,6,6,0,query_middle,54.0,ref_lowdim,nan,nan,,across_density_regions,nan
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,1508.1000000089407,p,post_exposure,20,53369,2,True,p,94,118,86,-24,8,32,24,8,32,94_118_86,86,118,8,-24,-32,8,24,32,94_86_118,8_-24_-32,8_24_32,2,6,11,16,query_middle,86.0,ref_lowdim,ref_lowdim,ref_right,1.0,dense_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,0,0,2402.5,p,post_exposure,21,56275,2,True,p,78,54,94,24,-16,-40,24,16,40,78_54_94,54,94,24,-16,-40,24,16,40,78_54_94,24_-16_-40,16_24_40,2,6,8,8,query_middle,94.0,ref_highdim,ref_highdim,ref_right,1.0,across_density_regions,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,0,0,922.0,q,post_exposure,22,58781,2,False,p,94,118,78,-24,16,40,24,16,40,94_118_78,78,118,16,-24,-40,16,24,40,94_78_118,16_-24_-40,16_24_40,1,3,9,8,query_middle,118.0,ref_highdim,ref_lowdim,ref_right,0.0,dense_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,924.7999999970198,q,post_exposure,23,61299,2,True,q,46,30,70,16,-24,-40,16,24,40,46_30_70,30,70,16,-24,-40,16,24,40,46_30_70,16_-24_-40,16_24_40,2,4,10,8,query_middle,30.0,ref_lowdim,ref_lowdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,0,0,2162.199999988079,p,post_exposure,24,63965,2,True,p,78,102,62,-24,16,40,24,16,40,78_102_62,62,102,16,-24,-40,16,24,40,78_62_102,16_-24_-40,16_24_40,2,5,11,8,query_middle,62.0,ref_lowdim,ref_lowdim,ref_right,1.0,across_density_regions,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,849.7999999970198,p,post_exposure,25,66469,2,True,p,110,86,118,24,-8,-32,24,8,32,110_86_118,86,118,24,-8,-32,24,8,32,110_86_118,24_-8_-32,8_24_32,2,6,12,16,query_middle,118.0,ref_highdim,ref_highdim,ref_right,1.0,dense_region,ref_towards_dense
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1072.2999999970198,p,post_exposure,26,68974,2,False,q,94,78,118,16,-24,-40,16,24,40,94_78_118,78,118,16,-24,-40,16,24,40,94_78_118,16_-24_-40,16_24_40,2,6,12,8,query_middle,118.0,ref_highdim,ref_lowdim,ref_left,0.0,dense_region,ref_towards_sparse
sub_02,dense_right,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,945.7999999970198,q,post_exposure,27,71479,2,,,102,118,86,-16,16,32,16,16,32,102_118_86,86,118,16,-16,-32,16,16,32,102_86_118,16_-16_-32,16_16_32,2,6,6,0,query_middle,118.0,ref_highdim,nan,nan,,dense_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,2494.400000002235,p,practice,1,7092,1,,,38,46,30,-8,8,16,8,8,16,38_46_30,30,46,8,-8,-16,8,8,16,38_30_46,8_-8_-16,8_8_16,1,1,1,0,query_middle,30.0,ref_lowdim,nan,nan,,dense_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,1467.4000000022352,p,practice,2,9598,1,True,p,102,86,110,16,-8,-24,16,8,24,102_86_110,86,110,16,-8,-24,16,8,24,102_86_110,16_-8_-24,8_16_24,1,1,1,8,query_middle,110.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1800.1000000014901,p,practice,3,12105,1,True,p,62,102,30,-40,32,72,40,32,72,62_102_30,30,102,32,-40,-72,32,40,72,62_30_102,32_-40_-72,32_40_72,1,1,1,8,query_middle,30.0,ref_lowdim,ref_lowdim,ref_right,1.0,dense_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1496.2000000029802,q,practice,4,14612,1,False,p,78,30,118,48,-40,-88,48,40,88,78_30_118,30,118,48,-40,-88,48,40,88,78_30_118,48_-40_-88,40_48_88,1,1,1,8,query_middle,30.0,ref_lowdim,ref_highdim,ref_right,0.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,0,0,1558.300000000745,q,practice,5,17120,1,,,38,30,46,8,-8,-16,8,8,16,38_30_46,30,46,8,-8,-16,8,8,16,38_30_46,8_-8_-16,8_8_16,2,2,2,0,query_middle,30.0,ref_lowdim,nan,nan,,dense_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,0,0,1496.7999999970198,q,practice,6,19626,1,True,q,102,110,86,-8,16,24,8,16,24,102_110_86,86,110,16,-8,-24,16,8,24,102_86_110,16_-8_-24,8_16_24,2,2,2,8,query_middle,110.0,ref_highdim,ref_highdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,0,0,1233.800000000745,p,practice,7,22130,1,False,q,62,30,102,32,-40,-72,32,40,72,62_30_102,30,102,32,-40,-72,32,40,72,62_30_102,32_-40_-72,32_40_72,2,2,2,8,query_middle,102.0,ref_highdim,ref_lowdim,ref_left,0.0,dense_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,0,0,1380.8999999985099,q,practice,8,24639,1,True,q,102,110,38,-8,64,72,8,64,72,102_110_38,38,110,64,-8,-72,64,8,72,102_38_110,64_-8_-72,8_64_72,1,1,1,56,query_middle,110.0,ref_highdim,ref_highdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,971.1000000014901,p,practice,9,27144,1,True,p,86,46,110,40,-24,-64,40,24,64,86_46_110,46,110,40,-24,-64,40,24,64,86_46_110,40_-24_-64,24_40_64,1,1,1,16,query_middle,110.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,0,0,1313.5,p,practice,10,29650,1,,,110,118,102,-8,8,16,8,8,16,110_118_102,102,118,8,-8,-16,8,8,16,110_102_118,8_-8_-16,8_8_16,1,3,3,0,query_middle,102.0,ref_lowdim,nan,nan,,sparse_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,0,0,999.4000000022352,q,practice,11,32156,1,True,q,102,118,38,-16,64,80,16,64,80,102_118_38,38,118,64,-16,-80,64,16,80,102_38_118,64_-16_-80,16_64_80,1,1,1,48,query_middle,118.0,ref_highdim,ref_highdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,939.9000000022352,q,practice,12,34662,1,True,q,38,30,110,8,-72,-80,8,72,80,38_30_110,30,110,8,-72,-80,8,72,80,38_30_110,8_-72_-80,8_72_80,1,1,1,64,query_middle,30.0,ref_lowdim,ref_lowdim,ref_left,1.0,dense_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,897.6000000014901,p,practice,13,37168,1,True,p,102,38,110,64,-8,-72,64,8,72,102_38_110,38,110,64,-8,-72,64,8,72,102_38_110,64_-8_-72,8_64_72,2,2,2,56,query_middle,110.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,0,0,1090.2000000029802,p,practice,14,39678,1,False,q,86,110,46,-24,40,64,24,40,64,86_110_46,46,110,40,-24,-64,40,24,64,86_46_110,40_-24_-64,24_40_64,2,2,2,16,query_middle,46.0,ref_lowdim,ref_highdim,ref_left,0.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1131.699999999255,p,practice,15,42185,1,,,110,102,118,8,-8,-16,8,8,16,110_102_118,102,118,8,-8,-16,8,8,16,110_102_118,8_-8_-16,8_8_16,2,4,4,0,query_middle,118.0,ref_highdim,nan,nan,,sparse_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,997.6999999992549,p,practice,16,44693,1,True,p,102,38,118,64,-16,-80,64,16,80,102_38_118,38,118,64,-16,-80,64,16,80,102_38_118,64_-16_-80,16_64_80,2,2,2,48,query_middle,118.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,0,0,1215.5,q,practice,17,47198,1,True,q,86,118,38,-32,48,80,32,48,80,86_118_38,38,118,48,-32,-80,48,32,80,86_38_118,48_-32_-80,32_48_80,1,1,1,16,query_middle,118.0,ref_highdim,ref_highdim,ref_left,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1667.8999999985099,p,practice,18,49703,1,False,q,78,118,30,-40,48,88,40,48,88,78_118_30,30,118,48,-40,-88,48,40,88,78_30_118,48_-40_-88,40_48_88,2,2,2,8,query_middle,30.0,ref_lowdim,ref_highdim,ref_left,0.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level109F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,957.0,p,practice,19,52209,1,True,p,38,110,30,-72,8,80,72,8,80,38_110_30,30,110,8,-72,-80,8,72,80,38_30_110,8_-72_-80,8_72_80,2,2,2,64,query_middle,30.0,ref_lowdim,ref_lowdim,ref_right,1.0,dense_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level85F1Level40.png,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,891.9000000022352,p,practice,20,54713,1,True,p,86,38,118,48,-32,-80,48,32,80,86_38_118,38,118,48,-32,-80,48,32,80,86_38_118,48_-32_-80,32_48_80,2,2,2,16,query_middle,118.0,ref_highdim,ref_highdim,ref_right,1.0,sparse_region,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,0,0,1128.7999999970198,p,pre_exposure,1,6425,1,False,q,70,54,94,16,-24,-40,16,24,40,70_54_94,54,94,16,-24,-40,16,24,40,70_54_94,16_-24_-40,16_24_40,1,1,1,8,query_middle,94.0,ref_highdim,ref_lowdim,ref_left,0.0,across_density_regions,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1233.699999999255,p,pre_exposure,2,8933,1,False,q,94,78,118,16,-24,-40,16,24,40,94_78_118,78,118,16,-24,-40,16,24,40,94_78_118,16_-24_-40,16_24_40,1,2,2,8,query_middle,118.0,ref_highdim,ref_lowdim,ref_left,0.0,sparse_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,867.6999999992549,p,pre_exposure,3,11438,1,,,46,62,30,-16,16,32,16,16,32,46_62_30,30,62,16,-16,-32,16,16,32,46_30_62,16_-16_-32,16_16_32,1,1,1,0,query_middle,30.0,ref_lowdim,nan,nan,,dense_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,0,0,763.8999999985099,p,pre_exposure,4,13944,1,True,p,70,54,78,16,-8,-24,16,8,24,70_54_78,54,78,16,-8,-24,16,8,24,70_54_78,16_-8_-24,8_16_24,1,1,1,8,query_middle,78.0,ref_highdim,ref_highdim,ref_right,1.0,across_density_regions,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,737.6999999992549,p,pre_exposure,5,16450,1,,,94,70,118,24,-24,-48,24,24,48,94_70_118,70,118,24,-24,-48,24,24,48,94_70_118,24_-24_-48,24_24_48,1,1,1,0,query_middle,118.0,ref_highdim,nan,nan,,sparse_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,0,0,1057.800000000745,p,pre_exposure,6,18957,1,False,q,70,78,54,-8,16,24,8,16,24,70_78_54,54,78,16,-8,-24,16,8,24,70_54_78,16_-8_-24,8_16_24,2,2,2,8,query_middle,54.0,ref_lowdim,ref_highdim,ref_left,0.0,across_density_regions,ref_towards_sparse
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,672.4000000022352,p,pre_exposure,7,21463,1,True,p,38,54,30,-16,8,24,16,8,24,38_54_30,30,54,8,-16,-24,8,16,24,38_30_54,8_-16_-24,8_16_24,1,1,3,8,query_middle,30.0,ref_lowdim,ref_lowdim,ref_right,1.0,dense_region,ref_towards_dense
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,img/object-9_120-levels_1D/object9F0Level77F1Level40.png,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1115.3999999985099,p,pre_exposure,8,23969,1,,,54,78,30,-24,24,48,24,24,48,54_78_30,30,78,24,-24,-48,24,24,48,54_30_78,24_-24_-48,24_24_48,1,2,2,0,query_middle,30.0,ref_lowdim,nan,nan,,dense_region,nan
sub_03,dense_left,img/object-9_120-levels_1D/object9F0Level101F1Level40.png,img/object-9_120-levels_1D/object9F0Level93F1Level40.png,img/object-9_120-levels_1D/object9F0Level117F1Level40.png,0,0,1198.699999999255,p,pre_exposure,9,26475,1,False,q,102,94,118,8,-16,-24,8,16,24,102_94_118,94,118,8,-16,-24,8,16,24,102_94_118,8_-16_-24,8_16_24,1,2,4,8,query_middle,118.0,ref_highdim,ref_lowdim,ref_left,0.0,sparse_region,ref_towards_dense
